"Description","masalpha","yr","stratum","pop","se_pop"
"Scaup","scau",1983,38,0.00,0.00
"American wigeon","amwi",1983,39,7301.00,2428.00
"Northern pintail","nopi",1983,39,26151.00,4453.00
"Ring-Necked Duck","rndu",1983,39,7271.00,5511.00
"Scaup","scau",1983,39,39553.00,17693.00
"American wigeon","amwi",1983,40,10658.00,3683.00
"Northern pintail","nopi",1983,40,32839.00,6506.00
"Ring-Necked Duck","rndu",1983,40,6472.00,2672.00
"Scaup","scau",1983,40,60082.00,26358.00
"American wigeon","amwi",1983,41,38626.00,15452.00
"Northern pintail","nopi",1983,41,71428.00,26306.00
"Ring-Necked Duck","rndu",1983,41,12454.00,6325.00
"Scaup","scau",1983,41,32998.00,14993.00
"American wigeon","amwi",1983,42,39321.00,15420.00
"Northern pintail","nopi",1983,42,16860.00,6736.00
"Ring-Necked Duck","rndu",1983,42,3809.00,1950.00
"Scaup","scau",1983,42,14129.00,10212.00
"American wigeon","amwi",1983,43,14693.00,8577.00
"Northern pintail","nopi",1983,43,50295.00,18696.00
"Ring-Necked Duck","rndu",1983,43,3080.00,1978.00
"Scaup","scau",1983,43,7998.00,3684.00
"American wigeon","amwi",1983,44,26752.00,13166.00
"Northern pintail","nopi",1983,44,66934.00,25419.00
"Ring-Necked Duck","rndu",1983,44,5597.00,4066.00
"Scaup","scau",1983,44,19378.00,4307.00
"American wigeon","amwi",1983,45,13897.00,4048.00
"Northern pintail","nopi",1983,45,175630.00,37719.00
"Ring-Necked Duck","rndu",1983,45,55211.00,15407.00
"Scaup","scau",1983,45,57254.00,27458.00
"American wigeon","amwi",1983,46,15069.00,3636.00
"Northern pintail","nopi",1983,46,101762.00,26663.00
"Ring-Necked Duck","rndu",1983,46,44732.00,13655.00
"Scaup","scau",1983,46,27365.00,9064.00
"American wigeon","amwi",1983,47,1483.00,1435.00
"Northern pintail","nopi",1983,47,1716.00,1011.00
"Ring-Necked Duck","rndu",1983,47,0.00,0.00
"Scaup","scau",1983,47,0.00,0.00
"American wigeon","amwi",1983,48,31293.00,12595.00
"Northern pintail","nopi",1983,48,117302.00,19621.00
"Ring-Necked Duck","rndu",1983,48,26325.00,9826.00
"Scaup","scau",1983,48,14172.00,5504.00
"American wigeon","amwi",1983,49,15793.00,10202.00
"Northern pintail","nopi",1983,49,39521.00,10563.00
"Ring-Necked Duck","rndu",1983,49,27122.00,14116.00
"Scaup","scau",1983,49,20712.00,9596.00
"American wigeon","amwi",1983,75,65398.81,45517.37
"Northern pintail","nopi",1983,75,11459.87,8933.11
"Ring-Necked Duck","rndu",1983,75,34638.10,19686.92
"Scaup","scau",1983,75,249934.33,118260.92
"American wigeon","amwi",1983,76,52789.44,11136.59
"Northern pintail","nopi",1983,76,6957.50,2010.14
"Ring-Necked Duck","rndu",1983,76,9200.39,3578.99
"Scaup","scau",1983,76,95087.04,27512.30
"American wigeon","amwi",1983,77,99487.45,18531.19
"Northern pintail","nopi",1983,77,32991.94,15910.61
"Ring-Necked Duck","rndu",1983,77,67518.75,15316.49
"Scaup","scau",1983,77,702378.55,294857.06
"American wigeon","amwi",1984,1,2412.00,2641.00
"Northern pintail","nopi",1984,1,3596.00,2685.00
"Ring-Necked Duck","rndu",1984,1,0.00,0.00
"Scaup","scau",1984,1,2704.00,1184.00
"American wigeon","amwi",1984,2,18637.00,6809.00
"Northern pintail","nopi",1984,2,2263.00,1381.00
"Ring-Necked Duck","rndu",1984,2,3320.00,2543.00
"Scaup","scau",1984,2,58321.00,17325.00
"American wigeon","amwi",1984,3,44542.00,13185.00
"Northern pintail","nopi",1984,3,71229.00,18784.00
"Ring-Necked Duck","rndu",1984,3,1985.00,1131.00
"Scaup","scau",1984,3,88787.00,28776.00
"American wigeon","amwi",1984,4,175137.00,36022.00
"Northern pintail","nopi",1984,4,188089.00,36801.00
"Ring-Necked Duck","rndu",1984,4,8149.00,4147.00
"Scaup","scau",1984,4,368527.00,85914.00
"American wigeon","amwi",1984,5,30498.00,6525.00
"Northern pintail","nopi",1984,5,68988.00,17018.00
"Ring-Necked Duck","rndu",1984,5,622.00,599.00
"Scaup","scau",1984,5,19701.00,4942.00
"American wigeon","amwi",1984,6,33525.00,5443.00
"Northern pintail","nopi",1984,6,52071.00,8411.00
"Ring-Necked Duck","rndu",1984,6,1856.00,719.00
"Scaup","scau",1984,6,32293.00,5342.00
"American wigeon","amwi",1984,7,4020.00,1944.00
"Northern pintail","nopi",1984,7,3420.00,1790.00
"Ring-Necked Duck","rndu",1984,7,0.00,0.00
"Scaup","scau",1984,7,3642.00,1939.00
"American wigeon","amwi",1984,8,30539.00,7701.00
"Northern pintail","nopi",1984,8,44617.00,11247.00
"Ring-Necked Duck","rndu",1984,8,3031.00,1782.00
"Scaup","scau",1984,8,90067.00,21380.00
"American wigeon","amwi",1984,9,122024.00,20529.00
"Northern pintail","nopi",1984,9,276348.00,39326.00
"Ring-Necked Duck","rndu",1984,9,4117.00,1639.00
"Scaup","scau",1984,9,228216.00,34312.00
"American wigeon","amwi",1984,10,50096.00,29483.00
"Northern pintail","nopi",1984,10,108153.00,50571.00
"Ring-Necked Duck","rndu",1984,10,1107.00,994.00
"Scaup","scau",1984,10,36944.00,27329.00
"American wigeon","amwi",1984,11,41890.00,10798.00
"Northern pintail","nopi",1984,11,92766.00,35786.00
"Ring-Necked Duck","rndu",1984,11,3588.00,2940.00
"Scaup","scau",1984,11,70883.00,17343.00
"American wigeon","amwi",1984,12,105079.00,37149.00
"Northern pintail","nopi",1984,12,14427.00,5172.00
"Ring-Necked Duck","rndu",1984,12,881.00,515.00
"Scaup","scau",1984,12,95417.00,34017.00
"American wigeon","amwi",1984,13,192524.00,33865.00
"Northern pintail","nopi",1984,13,157338.00,65010.00
"Ring-Necked Duck","rndu",1984,13,2207.00,1577.00
"Scaup","scau",1984,13,156626.00,46119.00
"American wigeon","amwi",1984,14,329536.00,66454.00
"Northern pintail","nopi",1984,14,57875.00,14405.00
"Ring-Necked Duck","rndu",1984,14,1749.00,1759.00
"Scaup","scau",1984,14,1514314.00,287715.00
"American wigeon","amwi",1984,15,87107.00,30402.00
"Northern pintail","nopi",1984,15,14931.00,18641.00
"Ring-Necked Duck","rndu",1984,15,13163.00,6340.00
"Scaup","scau",1984,15,362333.00,60083.00
"American wigeon","amwi",1984,16,83651.00,54448.00
"Northern pintail","nopi",1984,16,35847.00,19426.00
"Ring-Necked Duck","rndu",1984,16,2462.00,3023.00
"Scaup","scau",1984,16,359372.00,94289.00
"American wigeon","amwi",1984,17,147331.00,26386.00
"Northern pintail","nopi",1984,17,58802.00,19179.00
"Ring-Necked Duck","rndu",1984,17,27127.00,9551.00
"Scaup","scau",1984,17,584468.00,156738.00
"American wigeon","amwi",1984,18,75613.00,44368.00
"Northern pintail","nopi",1984,18,20830.00,15178.00
"Ring-Necked Duck","rndu",1984,18,13991.00,10765.00
"Scaup","scau",1984,18,371881.00,90739.00
"American wigeon","amwi",1984,20,51934.00,24943.00
"Northern pintail","nopi",1984,20,23079.00,5797.00
"Ring-Necked Duck","rndu",1984,20,830.00,799.00
"Scaup","scau",1984,20,32903.00,11065.00
"American wigeon","amwi",1984,21,49782.00,13426.00
"Northern pintail","nopi",1984,21,0.00,0.00
"Ring-Necked Duck","rndu",1984,21,57684.00,20861.00
"Scaup","scau",1984,21,35852.00,11708.00
"American wigeon","amwi",1984,22,51467.00,18563.00
"Northern pintail","nopi",1984,22,1297.00,1308.00
"Ring-Necked Duck","rndu",1984,22,33042.00,10225.00
"Scaup","scau",1984,22,214501.00,65380.00
"American wigeon","amwi",1984,23,60489.00,27035.00
"Northern pintail","nopi",1984,23,7522.00,7869.00
"Ring-Necked Duck","rndu",1984,23,116818.00,32415.00
"Scaup","scau",1984,23,115855.00,78149.00
"American wigeon","amwi",1984,24,81105.00,22841.00
"Northern pintail","nopi",1984,24,5883.00,4904.00
"Ring-Necked Duck","rndu",1984,24,144625.00,40013.00
"Scaup","scau",1984,24,64258.00,20835.00
"American wigeon","amwi",1984,25,9981.00,2437.00
"Northern pintail","nopi",1984,25,4964.00,2401.00
"Ring-Necked Duck","rndu",1984,25,9445.00,3673.00
"Scaup","scau",1984,25,39153.00,8573.00
"American wigeon","amwi",1984,26,100612.00,21523.00
"Northern pintail","nopi",1984,26,136961.00,50435.00
"Ring-Necked Duck","rndu",1984,26,33597.00,13474.00
"Scaup","scau",1984,26,281178.00,75599.00
"American wigeon","amwi",1984,27,28132.00,9039.00
"Northern pintail","nopi",1984,27,51556.00,17455.00
"Ring-Necked Duck","rndu",1984,27,0.00,0.00
"Scaup","scau",1984,27,27252.00,19852.00
"American wigeon","amwi",1984,28,23855.00,8030.00
"Northern pintail","nopi",1984,28,52179.00,20727.00
"Ring-Necked Duck","rndu",1984,28,0.00,0.00
"Scaup","scau",1984,28,29097.00,10062.00
"American wigeon","amwi",1984,29,5760.00,2921.00
"Northern pintail","nopi",1984,29,59081.00,18412.00
"Ring-Necked Duck","rndu",1984,29,0.00,0.00
"Scaup","scau",1984,29,29966.00,13627.00
"American wigeon","amwi",1984,30,53876.00,19293.00
"Northern pintail","nopi",1984,30,63546.00,13325.00
"Ring-Necked Duck","rndu",1984,30,12496.00,5568.00
"Scaup","scau",1984,30,189934.00,97479.00
"American wigeon","amwi",1984,31,79073.00,25358.00
"Northern pintail","nopi",1984,31,122831.00,34433.00
"Ring-Necked Duck","rndu",1984,31,3991.00,1570.00
"Scaup","scau",1984,31,129558.00,49184.00
"American wigeon","amwi",1984,32,138642.00,41492.00
"Northern pintail","nopi",1984,32,207337.00,40159.00
"Ring-Necked Duck","rndu",1984,32,16271.00,6621.00
"Scaup","scau",1984,32,136326.00,49731.00
"American wigeon","amwi",1984,33,5042.00,3638.00
"Northern pintail","nopi",1984,33,16551.00,4925.00
"Ring-Necked Duck","rndu",1984,33,0.00,0.00
"Scaup","scau",1984,33,12674.00,7840.00
"American wigeon","amwi",1984,34,37989.00,4997.00
"Northern pintail","nopi",1984,34,58739.00,11298.00
"Ring-Necked Duck","rndu",1984,34,6935.00,2453.00
"Scaup","scau",1984,34,30359.00,9438.00
"American wigeon","amwi",1984,35,7634.00,1817.00
"Northern pintail","nopi",1984,35,23069.00,4274.00
"Ring-Necked Duck","rndu",1984,35,3042.00,2900.00
"Scaup","scau",1984,35,11323.00,9109.00
"American wigeon","amwi",1984,36,1428.00,275.00
"Northern pintail","nopi",1984,36,851.00,794.00
"Ring-Necked Duck","rndu",1984,36,724.00,832.00
"Scaup","scau",1984,36,8391.00,4456.00
"American wigeon","amwi",1984,37,11516.00,3418.00
"Northern pintail","nopi",1984,37,6862.00,4183.00
"Ring-Necked Duck","rndu",1984,37,3893.00,1873.00
"Scaup","scau",1984,37,36183.00,8543.00
"American wigeon","amwi",1984,38,0.00,0.00
"Northern pintail","nopi",1984,38,1422.00,552.00
"Ring-Necked Duck","rndu",1984,38,0.00,0.00
"Scaup","scau",1984,38,217.00,248.00
"American wigeon","amwi",1984,39,3277.00,1169.00
"Northern pintail","nopi",1984,39,10740.00,3494.00
"Ring-Necked Duck","rndu",1984,39,1870.00,819.00
"Scaup","scau",1984,39,8507.00,2790.00
"American wigeon","amwi",1984,40,12252.00,2958.00
"Northern pintail","nopi",1984,40,6996.00,2136.00
"Ring-Necked Duck","rndu",1984,40,1553.00,1523.00
"Scaup","scau",1984,40,27757.00,12656.00
"American wigeon","amwi",1984,41,24676.00,8267.00
"Northern pintail","nopi",1984,41,65893.00,26590.00
"Ring-Necked Duck","rndu",1984,41,2224.00,886.00
"Scaup","scau",1984,41,29116.00,9852.00
"American wigeon","amwi",1984,42,48322.00,13128.00
"Northern pintail","nopi",1984,42,33857.00,13145.00
"Ring-Necked Duck","rndu",1984,42,762.00,732.00
"Scaup","scau",1984,42,24151.00,13520.00
"American wigeon","amwi",1984,43,12250.00,4327.00
"Northern pintail","nopi",1984,43,73815.00,33931.00
"Ring-Necked Duck","rndu",1984,43,1155.00,774.00
"Scaup","scau",1984,43,26221.00,15033.00
"American wigeon","amwi",1984,44,32704.00,11438.00
"Northern pintail","nopi",1984,44,59281.00,25902.00
"Ring-Necked Duck","rndu",1984,44,3875.00,2000.00
"Scaup","scau",1984,44,19463.00,6592.00
"American wigeon","amwi",1984,45,14395.00,6223.00
"Northern pintail","nopi",1984,45,183294.00,47088.00
"Ring-Necked Duck","rndu",1984,45,9640.00,3806.00
"Scaup","scau",1984,45,70709.00,36711.00
"American wigeon","amwi",1984,46,11550.00,5881.00
"Northern pintail","nopi",1984,46,116810.00,25263.00
"Ring-Necked Duck","rndu",1984,46,1437.00,1424.00
"Scaup","scau",1984,46,23855.00,6269.00
"American wigeon","amwi",1984,47,456.00,488.00
"Northern pintail","nopi",1984,47,1540.00,920.00
"Ring-Necked Duck","rndu",1984,47,0.00,0.00
"Scaup","scau",1984,47,0.00,0.00
"American wigeon","amwi",1984,48,29789.00,13660.00
"Northern pintail","nopi",1984,48,164252.00,33289.00
"Ring-Necked Duck","rndu",1984,48,5850.00,2647.00
"Scaup","scau",1984,48,20493.00,8163.00
"American wigeon","amwi",1984,49,24525.00,11341.00
"Northern pintail","nopi",1984,49,39986.00,13363.00
"Ring-Necked Duck","rndu",1984,49,7569.00,6992.00
"Scaup","scau",1984,49,18599.00,7765.00
"American wigeon","amwi",1984,75,84983.48,36813.59
"Northern pintail","nopi",1984,75,31009.06,21964.00
"Ring-Necked Duck","rndu",1984,75,23431.66,8964.00
"Scaup","scau",1984,75,349946.75,199843.33
"American wigeon","amwi",1984,76,77392.67,23727.10
"Northern pintail","nopi",1984,76,29467.09,6318.93
"Ring-Necked Duck","rndu",1984,76,22266.49,3597.97
"Scaup","scau",1984,76,157759.05,23978.70
"American wigeon","amwi",1984,77,219409.46,58689.79
"Northern pintail","nopi",1984,77,30859.81,9412.85
"Ring-Necked Duck","rndu",1984,77,27558.67,15007.28
"Scaup","scau",1984,77,285598.27,110471.42
"American wigeon","amwi",1985,1,1206.00,347.00
"Northern pintail","nopi",1985,1,1660.00,1186.00
"Ring-Necked Duck","rndu",1985,1,221.00,189.00
"Scaup","scau",1985,1,8914.00,2920.00
"American wigeon","amwi",1985,2,9867.00,3938.00
"Northern pintail","nopi",1985,2,1509.00,502.00
"Ring-Necked Duck","rndu",1985,2,905.00,690.00
"Scaup","scau",1985,2,26087.00,5772.00
"American wigeon","amwi",1985,3,69774.00,21402.00
"Northern pintail","nopi",1985,3,42702.00,11012.00
"Ring-Necked Duck","rndu",1985,3,4537.00,2532.00
"Scaup","scau",1985,3,108033.00,51214.00
"American wigeon","amwi",1985,4,133203.00,17690.00
"Northern pintail","nopi",1985,4,84538.00,13132.00
"Ring-Necked Duck","rndu",1985,4,7606.00,2941.00
"Scaup","scau",1985,4,290347.00,54053.00
"American wigeon","amwi",1985,5,12425.00,3184.00
"Northern pintail","nopi",1985,5,46640.00,16216.00
"Ring-Necked Duck","rndu",1985,5,622.00,599.00
"Scaup","scau",1985,5,5770.00,1252.00
"American wigeon","amwi",1985,6,13297.00,3846.00
"Northern pintail","nopi",1985,6,24747.00,5542.00
"Ring-Necked Duck","rndu",1985,6,206.00,208.00
"Scaup","scau",1985,6,19133.00,3445.00
"American wigeon","amwi",1985,7,2046.00,682.00
"Northern pintail","nopi",1985,7,4627.00,1410.00
"Ring-Necked Duck","rndu",1985,7,0.00,0.00
"Scaup","scau",1985,7,4808.00,2159.00
"American wigeon","amwi",1985,8,15682.00,5589.00
"Northern pintail","nopi",1985,8,49866.00,24124.00
"Ring-Necked Duck","rndu",1985,8,433.00,456.00
"Scaup","scau",1985,8,71763.00,18660.00
"American wigeon","amwi",1985,9,54538.00,7224.00
"Northern pintail","nopi",1985,9,193381.00,25816.00
"Ring-Necked Duck","rndu",1985,9,0.00,0.00
"Scaup","scau",1985,9,183522.00,27944.00
"American wigeon","amwi",1985,10,4219.00,4155.00
"Northern pintail","nopi",1985,10,95996.00,64758.00
"Ring-Necked Duck","rndu",1985,10,1107.00,1337.00
"Scaup","scau",1985,10,30300.00,21641.00
"American wigeon","amwi",1985,11,44455.00,15945.00
"Northern pintail","nopi",1985,11,77475.00,22401.00
"Ring-Necked Duck","rndu",1985,11,0.00,0.00
"Scaup","scau",1985,11,22838.00,4978.00
"American wigeon","amwi",1985,12,37067.00,15851.00
"Northern pintail","nopi",1985,12,13990.00,6641.00
"Ring-Necked Duck","rndu",1985,12,661.00,460.00
"Scaup","scau",1985,12,45323.00,16611.00
"American wigeon","amwi",1985,13,10223.00,4625.00
"Northern pintail","nopi",1985,13,10221.00,5180.00
"Ring-Necked Duck","rndu",1985,13,4965.00,3217.00
"Scaup","scau",1985,13,60386.00,22610.00
"American wigeon","amwi",1985,14,278215.00,83410.00
"Northern pintail","nopi",1985,14,128483.00,48211.00
"Ring-Necked Duck","rndu",1985,14,41107.00,22228.00
"Scaup","scau",1985,14,844166.00,148681.00
"American wigeon","amwi",1985,15,46457.00,13540.00
"Northern pintail","nopi",1985,15,29862.00,7836.00
"Ring-Necked Duck","rndu",1985,15,0.00,0.00
"Scaup","scau",1985,15,376269.00,64277.00
"American wigeon","amwi",1985,16,38023.00,29284.00
"Northern pintail","nopi",1985,16,22811.00,9704.00
"Ring-Necked Duck","rndu",1985,16,0.00,0.00
"Scaup","scau",1985,16,317258.00,118406.00
"American wigeon","amwi",1985,17,112665.00,36806.00
"Northern pintail","nopi",1985,17,49518.00,12289.00
"Ring-Necked Duck","rndu",1985,17,9354.00,3874.00
"Scaup","scau",1985,17,242640.00,52626.00
"American wigeon","amwi",1985,18,64811.00,43523.00
"Northern pintail","nopi",1985,18,9258.00,3605.00
"Ring-Necked Duck","rndu",1985,18,10493.00,8074.00
"Scaup","scau",1985,18,312061.00,78435.00
"American wigeon","amwi",1985,20,10259.00,2319.00
"Northern pintail","nopi",1985,20,4121.00,1839.00
"Ring-Necked Duck","rndu",1985,20,0.00,0.00
"Scaup","scau",1985,20,19055.00,5179.00
"American wigeon","amwi",1985,21,29861.00,9068.00
"Northern pintail","nopi",1985,21,0.00,0.00
"Ring-Necked Duck","rndu",1985,21,57800.00,15024.00
"Scaup","scau",1985,21,114873.00,53784.00
"American wigeon","amwi",1985,22,50076.00,12893.00
"Northern pintail","nopi",1985,22,3243.00,1931.00
"Ring-Necked Duck","rndu",1985,22,30222.00,9651.00
"Scaup","scau",1985,22,350279.00,101878.00
"American wigeon","amwi",1985,23,26010.00,17032.00
"Northern pintail","nopi",1985,23,1348.00,1363.00
"Ring-Necked Duck","rndu",1985,23,93766.00,23373.00
"Scaup","scau",1985,23,158056.00,101387.00
"American wigeon","amwi",1985,24,74831.00,25394.00
"Northern pintail","nopi",1985,24,0.00,0.00
"Ring-Necked Duck","rndu",1985,24,159727.00,40968.00
"Scaup","scau",1985,24,72934.00,13438.00
"American wigeon","amwi",1985,25,20626.00,5691.00
"Northern pintail","nopi",1985,25,4964.00,2230.00
"Ring-Necked Duck","rndu",1985,25,26214.00,9211.00
"Scaup","scau",1985,25,42377.00,8161.00
"American wigeon","amwi",1985,26,86353.00,24862.00
"Northern pintail","nopi",1985,26,154923.00,46193.00
"Ring-Necked Duck","rndu",1985,26,12556.00,5518.00
"Scaup","scau",1985,26,260550.00,95463.00
"American wigeon","amwi",1985,27,37464.00,10425.00
"Northern pintail","nopi",1985,27,198011.00,29438.00
"Ring-Necked Duck","rndu",1985,27,4993.00,2092.00
"Scaup","scau",1985,27,28841.00,15926.00
"American wigeon","amwi",1985,28,24944.00,6699.00
"Northern pintail","nopi",1985,28,149546.00,20124.00
"Ring-Necked Duck","rndu",1985,28,651.00,651.00
"Scaup","scau",1985,28,57453.00,29224.00
"American wigeon","amwi",1985,29,28492.00,8855.00
"Northern pintail","nopi",1985,29,90917.00,22895.00
"Ring-Necked Duck","rndu",1985,29,527.00,519.00
"Scaup","scau",1985,29,16338.00,7876.00
"American wigeon","amwi",1985,30,81598.00,10404.00
"Northern pintail","nopi",1985,30,91115.00,29316.00
"Ring-Necked Duck","rndu",1985,30,5467.00,2568.00
"Scaup","scau",1985,30,134490.00,61251.00
"American wigeon","amwi",1985,31,46689.00,18621.00
"Northern pintail","nopi",1985,31,82379.00,34886.00
"Ring-Necked Duck","rndu",1985,31,7982.00,3589.00
"Scaup","scau",1985,31,68134.00,16266.00
"American wigeon","amwi",1985,32,98622.00,12892.00
"Northern pintail","nopi",1985,32,200310.00,38073.00
"Ring-Necked Duck","rndu",1985,32,5424.00,2517.00
"Scaup","scau",1985,32,76648.00,19867.00
"American wigeon","amwi",1985,33,13086.00,4087.00
"Northern pintail","nopi",1985,33,40562.00,10101.00
"Ring-Necked Duck","rndu",1985,33,0.00,0.00
"Scaup","scau",1985,33,2806.00,1291.00
"American wigeon","amwi",1985,34,34839.00,6857.00
"Northern pintail","nopi",1985,34,71218.00,13777.00
"Ring-Necked Duck","rndu",1985,34,578.00,557.00
"Scaup","scau",1985,34,29020.00,9886.00
"American wigeon","amwi",1985,35,15251.00,5877.00
"Northern pintail","nopi",1985,35,35045.00,6818.00
"Ring-Necked Duck","rndu",1985,35,1936.00,1846.00
"Scaup","scau",1985,35,8735.00,7206.00
"American wigeon","amwi",1985,36,1858.00,1735.00
"Northern pintail","nopi",1985,36,363.00,339.00
"Ring-Necked Duck","rndu",1985,36,4346.00,1786.00
"Scaup","scau",1985,36,9392.00,3575.00
"American wigeon","amwi",1985,37,8114.00,3708.00
"Northern pintail","nopi",1985,37,6826.00,2587.00
"Ring-Necked Duck","rndu",1985,37,7299.00,2973.00
"Scaup","scau",1985,37,53462.00,20359.00
"American wigeon","amwi",1985,38,0.00,0.00
"Northern pintail","nopi",1985,38,2829.00,1143.00
"Ring-Necked Duck","rndu",1985,38,0.00,0.00
"Scaup","scau",1985,38,0.00,0.00
"American wigeon","amwi",1985,39,9593.00,4231.00
"Northern pintail","nopi",1985,39,19356.00,5752.00
"Ring-Necked Duck","rndu",1985,39,2493.00,1477.00
"Scaup","scau",1985,39,21451.00,8066.00
"American wigeon","amwi",1985,40,13282.00,2745.00
"Northern pintail","nopi",1985,40,11412.00,2773.00
"Ring-Necked Duck","rndu",1985,40,2330.00,1734.00
"Scaup","scau",1985,40,28929.00,12582.00
"American wigeon","amwi",1985,41,25896.00,7506.00
"Northern pintail","nopi",1985,41,43281.00,16236.00
"Ring-Necked Duck","rndu",1985,41,3558.00,1943.00
"Scaup","scau",1985,41,11624.00,4398.00
"American wigeon","amwi",1985,42,32798.00,10803.00
"Northern pintail","nopi",1985,42,13259.00,3858.00
